,ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism
462,ARO:3001014,37394,1881,1799,TEM-147,TEM-147,ABB84515.1,DQ279850,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
463,ARO:3000924,37304,2037,797,TEM-55,TEM-55,ABB97007.1,DQ286729,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
464,ARO:3002719,39153,256,1809,QnrB5,QnrB5,ABC17628.1,DQ303919,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
465,ARO:3001139,37519,1486,1520,SHV-85,SHV-85,ABC54571.1,DQ322460,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
466,ARO:3001140,37520,1564,1603,SHV-86,SHV-86,ABC58727.1,DQ328802,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
467,ARO:3001016,37396,2032,1355,TEM-149,TEM-149,ABC96711.1,DQ369751,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
468,ARO:3001005,37385,1490,855,TEM-142,TEM-142,ABD60314.1,DQ388882,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
469,ARO:3002609,39009,4491,323,aadA9,aadA9,ABG49324.1,DQ390458,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
470,ARO:3002615,39015,116,1162,aadA15,aadA15,ABD58917.1,DQ393783,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
471,ARO:3002724,39158,88,139,QnrB10,QnrB10,ABG56269.1,DQ631414,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
472,ARO:3002621,39021,330,1682,aadA24,aadA24,ABG72894.1,DQ677333,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
473,ARO:3001021,37401,1323,363,TEM-155,TEM-155,ABG77582.1,DQ679961,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
474,ARO:3004042,41089,3995,2660,Enterobacter cloacae acrA,Enterobacter cloacae acrA,ABG77965.1,DQ679966,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
475,ARO:3002830,39264,412,159,vgaALC,vgaALC,ABH10964.1,DQ823382,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
476,ARO:3001019,37399,1074,920,TEM-152,TEM-152,ABI74447.1,DQ834728,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
477,ARO:3001018,37398,998,471,TEM-151,TEM-151,ABI74448.1,DQ834729,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
478,ARO:3001144,37524,1793,148,SHV-92,SHV-92,ABH04327.1,DQ836922,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
479,ARO:3002860,39294,291,1142,dfrA17,dfrA17,ABG91835.1,DQ838665,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement
480,ARO:3001023,37403,1491,1458,TEM-157,TEM-157,ABI81768.1,DQ909059,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
481,ARO:3001823,38223,1177,1581,ACT-3,ACT-3,ABL67017.1,EF125013,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
482,ARO:3001025,37405,1646,692,TEM-159,TEM-159,ABM54869.1,EF136376,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
483,ARO:3001026,37406,1798,1525,TEM-160,TEM-160,ABM54870.1,EF136377,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
484,ARO:3001145,37525,1877,961,SHV-93,SHV-93,ABN49110.1,EF373969,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
485,ARO:3001146,37526,1950,1346,SHV-94,SHV-94,ABN49111.1,EF373970,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
486,ARO:3001148,37528,841,955,SHV-96,SHV-96,ABN49112.1,EF373971,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
487,ARO:3001147,37527,2028,1654,SHV-95,SHV-95,ABN49113.1,EF373972,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
488,ARO:3001149,37529,922,749,SHV-97,SHV-97,ABN49114.1,EF373973,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
489,ARO:3002167,38567,1899,1265,MIR-4,MIR-4,ABN69112.2,EF417572,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
490,ARO:3001028,37408,1882,662,TEM-162,TEM-162,ABO64442.1,EF468463,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
491,ARO:3001818,38218,4498,406,ACC-4,ACC-4,ABP49606.1,EF504260,ACC beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
492,ARO:3001024,37404,1569,247,TEM-158,TEM-158,ABQ00181.1,EF534736,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
493,ARO:3001802,38202,1124,1212,OXA-141,OXA-141,ABQ15112.1,EF552405,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
494,ARO:3002725,39159,146,411,QnrB11,QnrB11,ABS30107.1,EF653270,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
495,ARO:3004623,42605,5344,3322,AAC(3)-IId,AAC(3)-IId,ABS70977.1,EU022314.1,AAC(3),aminoglycoside antibiotic,antibiotic inactivation
496,ARO:3004621,42600,5340,3321,AAC(3)-IIe,AAC(3)-IIe,ABS70978.1,EU022315.1,AAC(3),aminoglycoside antibiotic,antibiotic inactivation
497,ARO:3001151,37531,1697,766,SHV-102,SHV-102,ABS72342.1,EU024485,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
498,ARO:3001152,37532,1772,1060,SHV-103,SHV-103,ABS72351.1,EU032604,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
499,ARO:3002722,39156,592,1335,QnrB8,QnrB8,ABW03157.2,EU043312,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
500,ARO:3001150,37530,1620,202,SHV-101,SHV-101,ABV72593.1,EU155018,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
501,ARO:3001444,37844,5603,3408,OXA-122,OXA-122,ABX45061.1,EU255291.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
502,ARO:3001445,37845,5604,3409,OXA-123,OXA-123,ABX45062.1,EU255292.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
503,ARO:3001030,37410,2033,1791,TEM-164,TEM-164,ABX71157.1,EU274580,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
504,ARO:3001153,37533,1850,1538,SHV-104,SHV-104,ABX71158.1,EU274581,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
505,ARO:3001118,37498,920,1461,SHV-63,SHV-63,ABY56290.1,EU342351,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
506,ARO:3003922,40631,5460,2399,oqxA,oqxA,AAP43109.1,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux
507,ARO:3003923,40632,5462,2400,oqxB,oqxB,AAP43110.2,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux
508,ARO:3001158,37538,985,1133,SHV-109,SHV-109,ACM04459.1,EU418913,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
509,ARO:3001829,38229,1813,1495,ACT-4,ACT-4,ABZ81086.1,EU427302,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
510,ARO:3002804,39238,341,35,FosA2,FosA2,ACC85616.1,EU487198,fosfomycin thiol transferase,fosfomycin,antibiotic inactivation
511,ARO:3001112,37492,1639,161,SHV-56,SHV-56,ACB73258.1,EU586041,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
512,ARO:3002616,39016,373,1762,aadA16,aadA16,ACF17980.1,EU675686,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
513,ARO:3000196,36335,5146,1233,tet32,tet32,ACH87088.1,EU722333.1,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
514,ARO:3002859,39293,206,1592,dfrA14,dfrA14,ACI32877.1,EU780012,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement
515,ARO:3001029,37409,1955,845,TEM-163,TEM-163,ACF32746.1,EU815939,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
516,ARO:3002934,39368,3440,2139,vanSD,vanSD,ACM47284,EU999036,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration
517,ARO:3001154,37534,1941,93,SHV-105,SHV-105,ACI22621.1,FJ194944,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
518,ARO:3001032,37412,846,331,TEM-166,TEM-166,ACI25375.1,FJ197316,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
519,ARO:3001825,38225,1972,1788,ACT-6,ACT-6,ACJ05686.1,FJ237366,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
520,ARO:3001830,38230,759,1959,ACT-7,ACT-7,ACJ05688.1,FJ237368,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
521,ARO:3001824,38224,1893,1838,ACT-5,ACT-5,ACJ05689.1,FJ237369,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
522,ARO:3002184,38584,1199,1813,MOX-4,MOX-4,ACI89425.1,FJ262599,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation
523,ARO:3001033,37413,927,1948,TEM-167,TEM-167,ACJ04051.1,FJ360884,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
524,ARO:3002612,39012,57,149,aadA12,aadA12,ACJ47200.1,FJ381668,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
525,ARO:3000926,37306,850,2025,TEM-57,TEM-57,ACJ43254.1,FJ405211,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
526,ARO:3002617,39017,160,502,aadA17,aadA17,ACK43806.1,FJ460181,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
527,ARO:3002430,38830,1040,936,OKP-A-13,OKP-A-13,ACL68096.1,FJ534513,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation
528,ARO:3002736,39170,609,740,QnrB21,QnrB21,ACM50952.1,FJ611948,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
529,ARO:3001800,38200,1927,30,OXA-226,OXA-226,ACM67635.1,FJ617207,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
530,ARO:3002498,38898,1468,1107,PDC-2,PDC-2,ACQ82806.1,FJ666064,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
531,ARO:3002497,38897,1308,400,PDC-1,PDC-1,ACQ82807.1,FJ666065,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
532,ARO:3002500,38900,1541,715,PDC-3,PDC-3,ACQ82808.1,FJ666066,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
533,ARO:3002501,38901,1619,1,PDC-4,PDC-4,ACQ82809.1,FJ666067,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
534,ARO:3002502,38902,1696,352,PDC-5,PDC-5,ACQ82810.1,FJ666068,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
535,ARO:3002505,38905,1771,1446,PDC-6,PDC-6,ACQ82811.1,FJ666069,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
536,ARO:3002506,38906,1849,612,PDC-7,PDC-7,ACQ82812.1,FJ666070,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
537,ARO:3002507,38907,1940,108,PDC-8,PDC-8,ACQ82813.1,FJ666071,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
538,ARO:3002508,38908,2018,1130,PDC-9,PDC-9,ACQ82814.1,FJ666072,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
539,ARO:3002509,38909,1385,678,PDC-10,PDC-10,ACQ82815.1,FJ666073,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
540,ARO:3001059,37439,1469,1028,SHV-1,SHV-1,ACR66323.1,FJ668814,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
541,ARO:3002432,38832,1200,151,OKP-A-15,OKP-A-15,ACN65419.1,FJ755841,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation
542,ARO:3000237,36376,563,826,tolC,TolC,ACN32294.1,FJ768952,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penam;penem;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
543,ARO:3002404,38804,1770,785,OXY-2-9,OXY-2-9,ACV44455.1,FJ785625,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
544,ARO:3002405,38805,1140,1061,OXY-2-10,OXY-2-10,ACV44456.1,FJ785626,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
545,ARO:3001020,37400,1243,1954,TEM-154,TEM-154,ACO07310.1,FJ807656,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
546,ARO:3001035,37415,1075,1090,TEM-169,TEM-169,ACP18864.1,FJ873740,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
547,ARO:3004577,42497,5144,3280,Acinetobacter baumannii AmvA,Acinetobacter baumannii AmvA,ACQ82816.1,FJ911554.1,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;macrolide antibiotic,antibiotic efflux
548,ARO:3001034,37414,999,1528,TEM-168,TEM-168,ACR22829.1,FJ919776,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
549,ARO:3001442,37842,5594,412,OXA-117,OXA-117,SAU22663.1,FLES01000010.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
550,ARO:3002061,38461,822,911,CMY-50,CMY-50,CBI75447.1,FN645444,CMY beta-lactamase,cephamycin,antibiotic inactivation
551,ARO:3001831,38231,5245,3313,ACT-8,ACT-8,CBI75448.1,FN645445.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
552,ARO:3004611,42575,5236,3306,Escherichia coli ampC1 beta-lactamase,Escherichia coli ampC1 beta-lactamase,CBJ02047.1,FN649414.1,ampC-type beta-lactamase,cephalosporin;penam,antibiotic inactivation
553,ARO:3001042,37422,1401,1291,TEM-177,TEM-177,CBJ06718.1,FN652295,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
554,ARO:3000910,37290,1247,1436,TEM-40,TEM-40,CBX53726.1,FR717535,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
555,ARO:3001375,37775,1723,1722,TEM-184,TEM-184,CCA61905.1,FR848831,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
556,ARO:3001488,37888,1373,813,OXA-216,OXA-216,CCA94649.1,FR865168,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
557,ARO:3004838,42972,5905,3634,LEN-30,LEN-30,SLY33602,FWOA01000001.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
558,ARO:3001037,37417,1244,808,TEM-171,TEM-171,ADA79630.1,GQ149347,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
559,ARO:3002188,38588,1286,53,MOX-5,MOX-5,ACS44783.1,GQ152600,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation
560,ARO:3002185,38585,1364,1376,MOX-6,MOX-6,ACS44784.1,GQ152601,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation
561,ARO:3002189,38589,1446,1637,MOX-7,MOX-7,ACS44785.1,GQ152602,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation
562,ARO:3001799,38199,881,1079,OXA-161,OXA-161,ACT09125.1,GQ202693,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
563,ARO:3003097,39650,1744,268,CfxA6,CfxA6,ACT97371.1,GQ342996,CfxA beta-lactamase,cephamycin,antibiotic inactivation
564,ARO:3002999,39433,1188,2,CblA-1,CblA-1,ACT97415.1,GQ343019,CblA beta-lactamase,cephalosporin,antibiotic inactivation
565,ARO:3001170,37550,1773,1578,SHV-123,SHV-123,ACV32633.1,GQ390805,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
566,ARO:3001171,37551,1851,877,SHV-124,SHV-124,ACV32634.1,GQ390806,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
567,ARO:3001172,37552,1942,1430,SHV-125,SHV-125,ACV32635.1,GQ390807,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
568,ARO:3001173,37553,2020,1334,SHV-126,SHV-126,ACV32636.1,GQ390808,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
569,ARO:3001174,37554,828,1893,SHV-127,SHV-127,ACV32637.1,GQ390809,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
570,ARO:3002060,38460,1975,1501,CMY-49,CMY-49,ACV32310.1,GQ402541,CMY beta-lactamase,cephamycin,antibiotic inactivation
571,ARO:3003905,40608,5201,2383,ANT(4')-Ib,ANT(4')-Ib,ADA62098.1,GQ900432.1,ANT(4'),aminoglycoside antibiotic,antibiotic inactivation
572,ARO:3000903,37283,4506,415,TEM-33,TEM-33,ADL13944.1,GU371926,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
573,ARO:3001041,37421,1324,314,TEM-176,TEM-176,ADB90239.1,GU550123,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
574,ARO:3002597,38997,5296,1814,AAC(6')-Ie-APH(2'')-Ia,AAC(6')-Ie-APH(2'')-Ia,AAA88548.1,GU565967.1,AAC(6');APH(2''),aminoglycoside antibiotic,antibiotic inactivation
575,ARO:3001176,37556,986,701,SHV-129,SHV-129,ADE08533.1,GU827715,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
576,ARO:3001175,37555,900,265,SHV-128,SHV-128,ADE58494.1,GU932590,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
577,ARO:3001819,38219,778,1865,ACC-5,ACC-5,CCK86740.1,HE819401,ACC beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
578,ARO:3001835,38235,1094,1900,ACT-13,ACT-13,CCK86741.1,HE819402,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
579,ARO:3002103,38503,1444,894,CMY-90,CMY-90,CCK86743.1,HE819404,CMY beta-lactamase,cephamycin,antibiotic inactivation
580,ARO:3001347,37747,988,244,SHV-164,SHV-164,CCK86744.1,HE981194,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
581,ARO:3000421,36560,4734,1167,norB,norB,CCQ22388.1,HE999704.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
582,ARO:3001394,37794,1572,751,TEM-217,TEM-217,CDN33426.1,HG934763,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
583,ARO:3001351,37751,1945,1798,SHV-183,SHV-183,CDN33427.1,HG934764,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
584,ARO:3003949,40704,3753,2422,efrB,efrB,CDO61516.1,HG970103.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux
585,ARO:3002058,38458,1816,1915,CMY-47,CMY-47,ADH82410.1,HM046998,CMY beta-lactamase,cephamycin,antibiotic inactivation
586,ARO:3001047,37427,1956,562,TEM-187,TEM-187,ADM61585.1,HM246246,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
587,ARO:3000553,36692,711,456,adeR,adeR,ADM92605.1,HM440348,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline;tetracycline antibiotic,antibiotic efflux
588,ARO:3000549,36688,596,183,adeS,adeS,ADM92606.1,HM440348,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline;tetracycline antibiotic,antibiotic efflux
589,ARO:3001178,37558,1231,998,SHV-134,SHV-134,ADM25824.1,HM559945,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
590,ARO:3004468,41686,5409,2903,CrpP,CrpP,AEQ93536.1,HM560971.1,ciprofloxacin phosphotransferase,fluoroquinolone antibiotic,antibiotic inactivation
591,ARO:3002059,38459,1896,98,CMY-48,CMY-48,ADP02979.1,HM569226,CMY beta-lactamase,cephamycin,antibiotic inactivation
592,ARO:3001474,37874,1293,1122,OXA-180,OXA-180,ADM26745.1,HM570036,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
593,ARO:3001157,37537,899,679,SHV-108,SHV-108,ADR80606.1,HM751100,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
594,ARO:3001169,37549,4356,895,SHV-122,SHV-122,ADR80609.1,HM751103.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
595,ARO:3003112,39688,76,1748,lsaC,lsaC,AEA37904.1,HM990671,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
596,ARO:3002740,39174,73,781,QnrB25,QnrB25,ADN94685.1,HQ172108,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
597,ARO:3001373,37773,1570,425,TEM-182,TEM-182,ADP20705.1,HQ317449,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
598,ARO:3002135,38535,1783,1418,DHA-6,DHA-6,ADT91161.1,HQ322612,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
599,ARO:3002067,38467,1196,95,CMY-56,CMY-56,ADT91162.1,HQ322613,CMY beta-lactamase,cephamycin,antibiotic inactivation
600,ARO:3002646,39046,194,1018,APH(3')-IIc,APH(3')-IIc,ADQ43421.1,HQ424460,APH(3'),aminoglycoside antibiotic,antibiotic inactivation
601,ARO:3002136,38536,1865,622,DHA-7,DHA-7,ADQ00385.1,HQ456945,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
602,ARO:3001045,37425,1647,126,TEM-183,TEM-183,ADR71220.1,HQ529916,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
603,ARO:3001179,37559,1311,1468,SHV-135,SHV-135,ADR66517.1,HQ637576,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
604,ARO:3004033,41066,3977,2644,tetB(46),tetB(46),AET10445.1,HQ652506.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
605,ARO:3004032,41064,3976,2643,tetA(46),tetA(46),AET10444.1,HQ652506.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
606,ARO:3001168,37548,1621,214,SHV-121,SHV-121,AEI83429.1,HQ661362,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
607,ARO:3001181,37561,1388,238,SHV-137,SHV-137,AEI83430.1,HQ661363,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
608,ARO:3001826,38226,819,1155,ACT-9,ACT-9,AEI70575.1,HQ693810,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
609,ARO:3002761,39195,89,625,QnrB46,QnrB46,ADW54092.1,HQ704413,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
610,ARO:3002479,38879,5821,3623,LEN-25,LEN-25,ADW77562.1,HQ709169.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
611,ARO:3001109,37489,1393,4,SHV-52,SHV-52,AEJ08681.1,HQ845196,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
612,ARO:3001056,37436,1493,1629,TEM-197,TEM-197,AEK48085.1,HQ877606,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
613,ARO:3001159,37539,1143,1573,SHV-110,SHV-110,AEK48094.1,HQ877615,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
614,ARO:3002078,38478,1994,261,CMY-65,CMY-65,AEI52842.1,JF780936,CMY beta-lactamase,cephamycin,antibiotic inactivation
615,ARO:3001487,37887,884,1276,OXA-210,OXA-210,AEE61368.1,JF795487,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
616,ARO:3001374,37774,1799,879,TEM-185,TEM-185,AEG64812.1,JF795538,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
617,ARO:3001167,37547,1543,1800,SHV-120,SHV-120,AEG79634.1,JF812965,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
618,ARO:3003196,39779,5590,17,tet(45),tet(45),AEM62948.1,JF837330.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
619,ARO:3001052,37432,1158,728,TEM-192,TEM-192,AEQ59620.1,JF949915,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
620,ARO:3000410,36549,340,1070,sul1,sul1,AEJ33969.1,JF969163,sulfonamide resistant sul,sulfonamide antibiotic;sulfone antibiotic,antibiotic target replacement
621,ARO:3001182,37562,1544,1555,SHV-140,SHV-140,AEK80394.1,JN051143,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
622,ARO:3002755,39189,644,1267,QnrB40,QnrB40,AEL31271.1,JN166689,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
623,ARO:3002750,39184,555,1760,QnrB35,QnrB35,AEL00456.1,JN173057,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
624,ARO:3002751,39185,591,272,QnrB36,QnrB36,AEL00458.1,JN173058,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
